rodzaj;kod pocztowy;miasto;ulica;Lat;Long
AOS;10-602;OLSZTYN;PSTROWSKIEGO 14C/D;53.764397;20.489344
AOS;10-602;OLSZTYN;PSTROWSKIEGO 14B/F;53.763057;20.489546
ZPO;10-602;OLSZTYN;PSTROWSKIEGO 14B/F;53.763057;20.489546
POZ;10-558;OLSZTYN;ØO£NIERSKA 15;53.772163;20.489673
STM;10-601;OLSZTYN;PSTROWSKIEGO 14D/1;53.764953;20.489855
AOS;10-561;OLSZTYN;ØO£NIERSKA 16A;53.769359;20.489894
AOS;10-561;OLSZTYN;ØO£NIERSKA 16A/03A;53.769359;20.489894
POZ;10-561;OLSZTYN;ØO£NIERSKA 16A;53.769359;20.489894
SZP;10-561;OLSZTYN;ØO£NIERSKA 16A;53.769359;20.489894
STM;10-513;OLSZTYN;KOPERNIKA 30/GAB. 8;53.780891;20.49019
STM;10-260;OLSZTYN;RATAJA 60;53.794736;20.490367
AOS;10-561;OLSZTYN;ØO£NIERSKA 16B;53.7688;20.49037
SOK;10-561;OLSZTYN;ØO£NIERSKA 16B;53.7688;20.49037
SZP;10-561;OLSZTYN;ØO£NIERSKA 16B;53.7688;20.49037
ZPO;10-561;OLSZTYN;ØO£NIERSKA 16;53.770607;20.490398
ZPO;10-561;OLSZTYN;ØO£NIERSKA 16/805;53.770607;20.490398
STM;10-515;OLSZTYN;PU£ASKIEGO 7/13;53.780466;20.490447
ZPO;10-900;OLSZTYN;G£OWACKIEGO 12/3;53.777864;20.490524
STM;10-692;OLSZTYN;PIOTROWSKIEGO 16/C;53.736825;20.490691
STM;10-692;OLSZTYN;PIOTROWSKIEGO 16G;53.736825;20.490691
POZ;10-692;OLSZTYN;FLORIANA PIOTROWSKIEGO 16/I, J;53.737059;20.490741
STM;10-689;OLSZTYN;PIOTROWSKIEGO 16H;53.737059;20.490741
STM;10-692;OLSZTYN;PIOTROWSKIEGO 10/A;53.737457;20.490775
STM;10-346;OLSZTYN;NIEDZIA£KOWSKIEGO 4/2;53.786717;20.490775
STM;10-501;OLSZTYN;NIEDZIA£KOWSKIEGO 4/2;53.786717;20.490775
AOS;10-900;OLSZTYN;PIOTROWSKIEGO 10G;53.737528;20.491008
STM;11-220;G”ROWO I£AWECKIE;SZKOLNA 6;54.280803;20.491054
AOS;10-900;OLSZTYN;LIMANOWSKIEGO 17/19;53.786801;20.491165
STM;10-900;OLSZTYN;LIMANOWSKIEGO 17/19;53.786801;20.491165
STM;10-560;OLSZTYN;ØO£NIERSKA 19;53.771144;20.491292
ZPO;10-560;OLSZTYN;ØO£NIERSKA 19;53.771144;20.491292
ZPO;10-340;OLSZTYN;LIMANOWSKIEGO 1-13/19;53.78772;20.491346
POZ;10-686;OLSZTYN;WILCZY—SKIEGO 27A;53.740205;20.491608
SPO;10-513;OLSZTYN;KOPERNIKA 30;53.7826311;20.4916537
ZPO;10-341;OLSZTYN;LIMANOWSKIEGO 4/12;53.785675;20.491692
STM;10-686;OLSZTYN;T. WILCZY—SKIEGO 27/1;53.740252;20.491822
ZPO;10-959;OLSZTYN;PLAC BEMA 5;53.783356;20.491849
AOS;10-513;OLSZTYN;MIKO£AJA KOPERNIKA 30;53.782709;20.492031
AOS;10-513;OLSZTYN;KOPERNIKA 30;53.7827;20.49209
SZP;10-513;OLSZTYN;KOPERNIKA 30;53.7827;20.49209
ZPO;10-513;OLSZTYN;KOPERNIKA 30;53.7827;20.49209
AOS;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
AOS;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
AOS;10-561;OLSZTYN;ØO£NIERSKA 18A;53.769866;20.492113
POZ;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
POZ;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
PRO;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
PSY;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
REH;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
REH;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
SOK;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
SOK;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
STM;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
STM;10-561;OLSZTYN;ØO£NIERSKA 18A;53.769866;20.492113
SZP;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
SZP;10-561;OLSZTYN;ØO£NIERSKA 18 A;53.769866;20.492113
ZPO;10-561;OLSZTYN;ZO£NIERSKA 18F;53.769866;20.492113
ZPO;10-561;OLSZTYN;ØO£NIERSKA 18;53.769866;20.492113
ZPO;10-561;OLSZTYN;ØO£NIERSKA 18A/G. 103;53.769866;20.492113
ZPO;10-561;OLSZTYN;ØO£NIERSKA 18F;53.769866;20.492113
ZPO;10-561;OLSZTYN;ØO£NIERSKA 18F/18;53.769866;20.492113
ZPO;10-561;OLSZTYN;ØO£NIERSKA 18/G. 72;53.769866;20.492113
STM;10-561;OLSZTYN;ØO£NIERSK 18;53.769866;20.492113
POZ;10-504;OLSZTYN;KOåCIUSZKI 32/2;53.781587;20.492225
ZPO;10-684;OLSZTYN;OR£OWICZA 8A;53.753746;20.492522
ZPO;11-220;G”ROWO I£AWECKIE;SIKORSKIEGO 3;54.285408;20.492559
POZ;10-450;OLSZTYN;AL. PI£SUDSKIEGO 42;53.774754;20.4927
ZPO;10-601;OLSZTYN;PSTROWSKIEGO 16;53.764359;20.492722
POZ;10-156;OLSZTYN;PLAC BEMA 4/2;53.783224;20.492768
STM;10-450;OLSZTYN;PI£SUDSKIEGO 42;53.77472;20.49279
AOS;10-692;OLSZTYN;MROZA 13C;53.740156;20.492806
AOS;10-685;OLSZTYN;PAUKSZTY 57;53.752122;20.492822
POZ;10-685;OLSZTYN;PAUKSZTY 57;53.752122;20.492822
REH;10-685;OLSZTYN;PAUKSZTY 57;53.752122;20.492822
SPO;10-685;OLSZTYN;PAUKSZTY 57;53.752122;20.492822
STM;10-685;OLSZTYN;PAUKSZTY 57;53.752122;20.492822
AOS;11-220;G”ROWO I£AWECKIE;KARD. STEFANA WYSZY—SKIEGO 2;54.28534;20.49296
POZ;11-220;G”ROWO I£AWECKIE;KARD. STEFANA WYSZY—SKIEGO 2;54.28534;20.49296
SPO;11-220;G”ROWO I£AWECKIE;KARD. STEFANA WYSZY—SKIEGO 2;54.28534;20.49296
ZPO;11-220;G”ROWO I£AWECKIE;RATUSZOWA 12/1A;54.28534;20.49296
POZ;10-959;OLSZTYN;KOåCIUSZKI 46/48/21;53.790271;20.493005
STM;10-443;OLSZTYN;KO£OBRZESKA 10/1;53.778933;20.493199
ZPO;10-680;OLSZTYN;HANKI SAWICKIEJ 2;53.793101;20.493304
STM;11-220;G”ROWO I£AWECKIE;PLAC RATUSZOWY 4;54.284356;20.493332
POZ;10-431;OLSZTYN;KO£OBRZESKA 9;53.778125;20.493375
POZ;10-444;OLSZTYN;KO£OBRZESKA 9;53.778125;20.493375
POZ;10-275;OLSZTYN;MONIUSZKI 10;53.786928;20.493628
REH;10-560;OLSZTYN;ØO£NIERSKA 27;53.77118;20.493651
ZPO;10-504;OLSZTYN;KOåCIUSZKI 16/18;53.782749;20.493751
AOS;10-684;OLSZTYN;WA—KOWICZA 5/209;53.75385;20.493834
AOS;10-684;OLSZTYN;WA—KOWICZA 5;53.75385;20.493834
POZ;10-684;OLSZTYN;WA—KOWICZA 5;53.75385;20.493834
POZ;10-686;OLSZTYN;WA—KOWICZA 5;53.75385;20.493834
POZ;10-686;OLSZTYN;WA—KOWICZA 5/7;53.75385;20.493834
REH;10-684;OLSZTYN;WA—KOWICZA 5;53.75385;20.493834
STM;10-684;OLSZTYN;WA—KOWICZA 5;53.75385;20.493834
ZPO;10-684;OLSZTYN;WA—KOWICZA 5;53.75385;20.493834
STM;10-684;OLSZTYN;WA—KOWICZA 5/305;53.75385;20.493834
ZPO;10-503;OLSZTYN;KOåCIUSZKI 29/21;53.781363;20.49393
POZ;10-041;OLSZTYN;PADEREWSKIEGO 10/12;53.787505;20.494253
STM;10-239;OLSZTYN;PADEREWSKIEGO 10/12;53.787505;20.494253
AOS;10-401;OLSZTYN;PARTYZANT”W 36;53.784476;20.494275
ZPO;10-401;OLSZTYN;PARTYZANT”W 36;53.784476;20.494275
ZPO;11-220;G”ROWO I£AWECKIE;OKR ØNA 1;54.284587;20.494431
STM;10-762;OLSZTYN;JAROSZYKA 8;53.74265;20.494562
POZ;10-560;OLSZTYN;ØO£NIERSKA 39;53.76993;20.494983
ZPO;10-283;OLSZTYN;JAGIELLO—SKA 55A/6A;53.792909;20.495247
STM;10-446;OLSZTYN;WESTERPLATTE 1/106D;53.779575;20.495359
STM;10-283;OLSZTYN;TORU—SKA 1A/43;53.795097;20.495518
AOS;10-687;OLSZTYN;JAROSZYKA 3;53.742322;20.495531
STM;10-687;OLSZTYN;JAROSZYKA 3;53.742322;20.495531
POZ;10-507;OLSZTYN;K TRZY—SKIEGO 10;53.781384;20.495542
POZ;10-699;OLSZTYN;PIECZEWSKA 10;53.744731;20.495774
STM;10-699;OLSZTYN;PIECZEWSKA 10;53.744731;20.495774
STM;10-283;OLSZTYN;JAGIELLO—SKA 55B/14;53.793319;20.495782
STM;10-692;OLSZTYN;MROZA 20 B/2;53.738098;20.495811
ZPO;10-692;OLSZTYN;JANOWICZA 4/L;53.739892;20.495957
AOS;10-506;OLSZTYN;K TRZY—SKIEGO 5/7A;53.782132;20.49606
SZP;10-506;OLSZTYN;K TRZY—SKIEGO 5/7A;53.782132;20.49606
ZPO;10-501;OLSZTYN;KOåCIUSZKI 13;53.783537;20.496304
POZ;10-685;OLSZTYN;TUROWSKIEGO 3;53.750925;20.496329
POZ;10-427;OLSZTYN;JASNA 2;53.782857;20.496459
STM;10-560;OLSZTYN;ØO£NIERSKA 41 B;53.769984;20.496554
ZPO;10-603;OLSZTYN;METALOWA 2;53.763413;20.496651
AOS;10-561;OLSZTYN;ØO£NIERSKA 41A;53.769151;20.496826
STM;10-560;OLSZTYN;ØO£NIERSKA 41A;53.769151;20.496826
ZPO;10-560;OLSZTYN;ØO£NIERSKA 41A;53.769151;20.496826
ZPO;10-692;OLSZTYN;JANOWICZA 3/J;53.741239;20.497204
REH;11-220;G”ROWO I£AWECKIE;ARMII CZERWONEJ 24;54.284866;20.497263
AOS;10-501;OLSZTYN;PLAC KONSTYTUCJI  3 MAJA 3;53.783804;20.497483
AOS;10-501;OLSZTYN;PLAC KONSTYTUCJI 3 MAJA 3;53.783804;20.497483
STM;10-501;OLSZTYN;PLAC KONSTYTUCJI  3 MAJA 3;53.783804;20.497483
POZ;10-692;OLSZTYN;MROZA 25;53.737046;20.497501
AOS;10-691;OLSZTYN;JANOWICZA 3/B;53.741123;20.497682
SPO;10-691;OLSZTYN;JANOWICZA 1;53.741306;20.497779
ZPO;10-601;OLSZTYN;PSTROWSKIEGO 29;53.764304;20.498298
ZPO;10-900;OLSZTYN;PI£SUDSKIEGO 44A;53.77316;20.49836
POZ;10-685;OLSZTYN;TUROWSKIEGO 1;53.749671;20.498391
AOS;10-414;OLSZTYN;DWORCOWA 4A;53.783123;20.498758
STM;10-686;OLSZTYN;BOENIGKA 44A;53.744033;20.498849
POZ;10-280;OLSZTYN;LUDWIKA ZAMENHOFA 14;53.79147;20.498869
POZ;10-499;OLSZTYN;PI£SUDSKIEGO 61;53.77454;20.49898
PDT;10-602;OLSZTYN;PSTROWSKIEGO 28B;53.76106;20.499187
POZ;10-602;OLSZTYN;PSTROWSKIEGO 28B;53.76106;20.499187
RTM;10-602;OLSZTYN;PSTROWSKIEGO 28B;53.76106;20.499187
POZ;10-445;OLSZTYN;KO£OBRZESKA 13M;53.77699;20.499492
ZPO;10-444;OLSZTYN;KO£OBRZESKA 13;53.777957;20.500685
AOS;10-685;OLSZTYN;BARCZA 48/8L;53.749155;20.501124
STM;10-685;OLSZTYN;BARCZA 48/1L;53.749155;20.501124
SZP;10-685;OLSZTYN;BARCZA 48/8L;53.749155;20.501124
AOS;10-437;OLSZTYN;DWORCOWA 28;53.774838;20.501434
AOS;10-437;OLSZTYN;DWORCOWA 28/144;53.774838;20.501434
AOS;10-437;OLSZTYN;DWORCOWA 28/15;53.774838;20.501434
AOS;10-900;OLSZTYN;DWORCOWA 28/244;53.774838;20.501434
AOS;10-950;OLSZTYN;DWORCOWA 28;53.774838;20.501434
REH;10-437;OLSZTYN;DWORCOWA 28;53.774838;20.501434
REH;10-950;OLSZTYN;DWORCOWA 28;53.774838;20.501434
STM;10-437;OLSZTYN;DWORCOWA 28/202;53.774838;20.501434
STM;10-437;OLSZTYN;DWORCOWA 28/P.226;53.774838;20.501434
ZPO;10-437;OLSZTYN;DWORCOWA 28;53.774838;20.501434
ZPO;10-437;OLSZTYN;DWORCOWA 28/G.236A;53.774838;20.501434
ZPO;10-473;OLSZTYN;DWORCOWA 28/109;53.774838;20.501434
STM;10-691;OLSZTYN;KANTA 1;53.740439;20.501884
ZPO;10-691;OLSZTYN;KANTA 1;53.740439;20.501884
POZ;10-561;OLSZTYN;ØO£NIERSKA 26;53.766619;20.502025
STM;10-561;OLSZTYN;ØO£NIERSKA 26;53.766619;20.502025
POZ;11-220;PIESZKOWO;PIESZKOWO 10A;54.21658;20.50228
POZ;10-560;OLSZTYN;ØO£NIERSKA 49;53.766955;20.502951
STM;10-900;OLSZTYN;PI£SUDSKIEGO 54;53.77173;20.50336
ZPO;10-450;OLSZTYN;PI£SUDSKIEGO 54;53.771731;20.503363
AOS;10-900;OLSZTYN;WYSZY—SKIEGO 16;53.76827;20.503884
POZ;10-455;OLSZTYN;WYSZY—SKIEGO 16;53.76827;20.503884
STM;10-455;OLSZTYN;KARDYNA£A WYSZY—SKIEGO 16/11;53.76827;20.503884
STM;10-455;OLSZTYN;WYSZYNSKIEGO 16/14;53.76827;20.503884
STM;10-455;OLSZTYN;WYSZY—SKIEGO 16/13;53.76827;20.503884
REH;10-686;OLSZTYN;BOENIGKA 9;53.743756;20.50403
SPO;10-686;OLSZTYN;BOENIGKA 9;53.743756;20.50403
STM;10-691;OLSZTYN;KANTA 17/101;53.736271;20.504212
POZ;10-499;OLSZTYN;AL.PI£SUDSKIEGO 56A;53.771137;20.504288
POZ;10-450;OLSZTYN;AL. PI£SUDSKIEGO 56;53.771414;20.50446
STM;10-450;OLSZTYN;PI£SUDSKIEGO 56/P.213 A;53.771414;20.50446
POZ;10-691;OLSZTYN;WIECHERTA 14;53.738864;20.504865
POZ;10-608;OLSZTYN;GDY—SKA 17;53.760432;20.504916
AOS;10-446;OLSZTYN;PANA TADEUSZA 6;53.776881;20.505175
STM;10-295;OLSZTYN;PANA TADEUSZA 6;53.776881;20.505175
POZ;10-456;OLSZTYN;KARD. STEFANA WYSZY—SKIEGO 11;53.766925;20.505185
ZPO;10-455;OLSZTYN;WYSZY—SKIEGO 20;53.768467;20.505496
POZ;10-461;OLSZTYN;PANA TADEUSZA 6;53.776901;20.505933
STM;10-461;OLSZTYN;PANA TADEUSZA 6;53.776901;20.505933
AOS;10-686;OLSZTYN;JERZEGO BURSKIEGO 4;53.742047;20.506059
POZ;10-691;OLSZTYN;HERDERA 3;53.739777;20.506127
POZ;10-685;OLSZTYN;KRASICKIEGO 2;53.747556;20.506222
AOS;10-686;OLSZTYN;BURSKIEGO 2/26;53.742046;20.506497
ZPO;10-686;OLSZTYN;BURSKIEGO 2/26;53.742046;20.506497
POZ;10-691;OLSZTYN;WIECHERTA 15;53.738224;20.507535
AOS;10-357;OLSZTYN;JAGIELLO—SKA 78;53.80182;20.508952
AOS;10-357;OLSZTYN;JAGIELLO—SKA 78 .;53.80182;20.508952
REH;10-357;OLSZTYN;JAGIELLO—SKA 78;53.80182;20.508952
SOK;10-357;OLSZTYN;JAGIELLO—SKA 78;53.80182;20.508952
SZP;10-357;OLSZTYN;JAGIELLO—SKA 78;53.80182;20.508952
POZ;10-431;OLSZTYN;KO£OBRZESKA 29;53.778936;20.509408
ZPO;10-683;OLSZTYN;AUGUSTOWSKA 10;53.766354;20.509968
ZPO;10-457;OLSZTYN;WYSZY—SKIEGO 1;53.769947;20.510064
STM;13-111;JANOWIEC KOåCIELNY;OåRODEK ZDROWIA --/149;53.279815;20.510694
STM;10-691;OLSZTYN;PANASA 1;53.740786;20.512253
POZ;10-681;OLSZTYN;BALBINY åWITYCZ-WIDACKIEJ 3;53.739883;20.512974
POZ;10-691;OLSZTYN;BALBINY åWITYCZ-WIDACKIEJ 3;53.739883;20.512974
ZPO;10-408;OLSZTYN;åWITYCZ-WIDACKIEJ 3;53.739883;20.512974
POZ;10-690;OLSZTYN;JEZIO£OWICZ 2;53.743098;20.513147
STM;10-690;OLSZTYN;JEZIO£OWICZA 2/130;53.743098;20.513147
AOS;10-691;OLSZTYN;G BIKA 10 B;53.740201;20.513159
REH;10-691;OLSZTYN;G BIKA 10 B;53.740201;20.513159
STM;10-691;OLSZTYN;G BIKA 10 B;53.740201;20.513159
AOS;10-691;OLSZTYN;åWITYCZ-WIDACKIEJ 3;53.739772;20.513478
POZ;10-691;OLSZTYN;åWITYCZ-WIDACKIEJ 3;53.739772;20.513478
STM;10-691;OLSZTYN;åWITYCZ-WIDACKIEJ 3/110;53.739772;20.513478
STM;10-691;OLSZTYN;åWITYCZ-WIDACKIEJ 3/P.115;53.739772;20.513478
STM;10-691;OLSZTYN;åWITYCZ-WIDACKIEJ 3/P.116;53.739772;20.513478
ZPO;10-691;OLSZTYN;åWITYCZ-WIDACKIEJ 3;53.739772;20.513478
SPO;10-691;OLSZTYN;G BIKA 10B;53.739756;20.513545
POZ;10-691;OLSZTYN;W£ADYS£AWA G BIKA 10B;53.739756;20.513545
POZ;10-689;OLSZTYN;STRAMKAWSKEJ 13;53.742887;20.515345
ZPO;10-434;OLSZTYN;KO£OBRZESKA 50;53.779452;20.521868
SPO;10-373;WAD•G;LEåMIANA 2;53.819763;20.522304
POZ;13-111;JANOWIEC KOåCIELNY;----- 149;53.289275;20.523683
POZ;11-040;JESIONOWO;JESIONOWO 10;53.94333;20.52658
AOS;10-424;OLSZTYN;BUDOWLANA 3A;53.784106;20.530144
SZP;10-424;OLSZTYN;BUDOWLANA 3A;53.784106;20.530144
POZ;10-381;S£UPY;43;53.843714;20.53717
POZ;11-040;ORZECHOWO;ORZECHOWO 26;53.97439;20.54303
POZ;11-111;KRASZEWO;KRASZEWO 4;54.08198;20.5434899
AOS;11-100;LIDZBARK WARMI—SKI;PILNIK 14;54.121229;20.55576
POZ;11-100;LIDZBARK WARMI—SKI;PILNIK 14;54.121229;20.55576
AOS;11-100;LIDZBARK WARMI—SKI;SZWOLEØER”W 8;54.128592;20.570022
POZ;11-100;LIDZBARK WARMI—SKI;OLSZTY—SKA 8;54.122194;20.57273
RTM;11-100;LIDZBARK WARMI—SKI;OLSZTY—SKA 8;54.122194;20.57273
STM;11-001;TU£AWKI;14;53.896893;20.572738
POZ;11-001;TU£AWKI;1;53.900444;20.573356
ZPO;11-100;LIDZBARK WARMI—SKI;åWI TOCHOWSKIEGO 7 B/6;54.129893;20.57397
ZPO;11-100;LIDZBARK WARMI—SKI;åWI TOCHOWSKIEGO 2;54.128749;20.574
ZPO;11-100;LIDZBARK WARMI—SKI;PONIATOWSKIEGO 2;54.127488;20.57412
AOS;11-100;LIDZBARK WARMI—SKI;ALEKSANDRA åWI TOCHOWSKIEGO 7B;54.130114;20.574146
POZ;11-100;LIDZBARK WARMI—SKI;ALEKSANDRA åWI TOCHOWSKIEGO 7B;54.130114;20.574146
STM;11-100;LIDZBARK WARMI—SKI;ALEKSANDRA åWI TOCHOWSKIEGO 7B;54.130114;20.574146
ZPO;11-100;LIDZBARK WARMI—SKI;LIPOWA 2C;54.127398;20.576068
AOS;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15;54.129234;20.576316
AOS;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15/103;54.129234;20.576316
AOS;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15/123;54.129234;20.576316
OPH;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15/122;54.129234;20.576316
POZ;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15;54.129234;20.576316
POZ;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15 35/38;54.129234;20.576316
POZ;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15;54.129234;20.576316
REH;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15;54.129234;20.576316
SPO;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15/122;54.129234;20.576316
STM;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15;54.129234;20.576316
ZPO;11-100;LIDZBARK WARMI—SKI;11 LISTOPADA 15;54.129234;20.576316
ZPO;11-100;LIDZBARK WARMI—SKI;LIPOWA 6;54.127471;20.576422
ZPO;11-100;LIDZBARK WARMI—SKI;KONSTYTUCJI 3 MAJA 3;54.126741;20.576853
POZ;10-687;KLEWKI;15;53.736672;20.577001
STM;10-687;KLEWKI;15;53.736672;20.577001
STM;11-100;LIDZBARK WARMI—SKI;LIPOWA 11/3;54.127852;20.57701
STM;11-100;LIDZBARK WARMI—SKI;KONSTYTUCJI 3 MAJA 20;54.127101;20.577942
POZ;11-100;LIDZBARK WARMI—SKI;LIPOWA 17A;54.128286;20.578545
POZ;11-100;LIDZBARK WARMI—SKI;KRASICKIEGO 4;54.122123;20.578571
ZPO;11-100;LIDZBARK WARMI—SKI;PL. WOLNOåCI 6;54.12592;20.579915
POZ;11-100;LIDZBARK WARMI—SKI;SZKOLNA 2;54.122055;20.58094
STM;11-100;LIDZBARK WARMI—SKI;SZKOLNA 2 A;54.122055;20.58094
POZ;11-100;LIDZBARK WARMI—SKI;SZKOLNA 3;54.121851;20.582175
POZ;10-687;BUTRYNY;15;53.603839;20.582753
POZ;11-107;K£ BOWO;K£ BOWO 6;54.0779172;20.5845943
POZ;11-100;LIDZBARK WARMI—SKI;LEåNA 15;54.120898;20.585368
PSY;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15 119;54.124912;20.585951
REH;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15;54.124912;20.585951
ZPO;11-100;LIDZBARK WARMI—SKI;11-GO LISTOPADA 15;54.124912;20.585951
POZ;11-100;LIDZBARK WARMI—SKI;OR£A BIA£EGO 5;54.124816;20.586671
POZ;11-100;LIDZBARK WARMI—SKI;POLNA 36;54.13629;20.587977
STM;11-100;LIDZBARK WARMI—SKI;POLNA 36;54.13629;20.587977
PSY;11-100;LIDZBARK WARMI—SKI;G”RECKIEGO 7;54.124341;20.588713
AOS;11-100;LIDZBARK WARMI—SKI;BARTOSZYCKA 3;54.12597;20.591212
POZ;11-100;LIDZBARK WARMI—SKI;BARTOSZYCKA 3;54.12597;20.591212
PSY;11-100;LIDZBARK WARMI—SKI;BARTOSZYCKA 3;54.12597;20.591212
SZP;11-100;LIDZBARK WARMI—SKI;BARTOSZYCKA 3;54.12597;20.591212
POZ;11-100;LIDZBARK WARMI—SKI;WIERZBICKIEGO 3A;54.124743;20.592022
ZPO;11-100;LIDZBARK WARMI—SKI;BARTOSZYCKA 12;54.126225;20.594295
STM;11-100;LIDZBARK WARMI—SKI;GRABOWSKIEGO 14;54.124548;20.595754
SPO;11-030;KLEBARK WIELKI;9B;53.753082;20.60203
POZ;11-320;RADOSTOWO;RADOSTOWO 58;53.98535;20.60581
POZ;13-113;MUSZAKI;. 39;53.37227;20.609423
POZ;11-032;NOWA WIEå;16;53.6507611;20.6104867
POZ;13-113;JAGARZEWO;. 1;53.365615;20.634936
POZ;11-200;WOJCIECHY;70;54.25417;20.67265
POZ;13-113;JANOWO;PRZASNYSKA 60;53.314034;20.672849
STM;13-113;JANOWO;PRZASNYSKA 60;53.314034;20.672849
POZ;13-113;JANOWO;CHORZELSKA 21;53.316479;20.678556
POZ;11-106;ØEGOTY;ØEGOTY 12;54.03185;20.6808799
POZ;11-010;LAMKOWO;30;53.91657;20.68551
POZ;11-010;BARCZEWO;P”£NOCNA 14;53.831211;20.687186
POZ;11-030;PURDA;- 11;53.71099;20.687925
STM;11-030;PURDA;PURDA 11;53.71099;20.687925
POZ;13-113;MUSZAKI;.;53.348913;20.69002
STM;11-010;BARCZEWO;MAZURSKA 1;53.828256;20.690317
STM;11-010;BARCZEWO;ADAMA MICKIEWICZA 13;53.82892;20.69049
ZPO;11-010;BARCZEWO;MAZURSKA 4;53.828226;20.690717
STM;11-211;WOJCIECHY;WOJCIECHY 70;54.2608;20.69165
POZ;11-010;BARCZEWO;WOJSKA POLSKIEGO 36;53.834702;20.694206
ZPO;11-010;BARCZEWO;J.S£OWACKIEGO 2;53.83278;20.694601
SPO;11-010;BARCZEWO;NIEPODLEG£OåCI 9;53.829106;20.695343
AOS;11-010;BARCZEWO;LIPOWA 2;53.831061;20.697117
POZ;11-010;BARCZEWO;LIPOWA 2;53.831061;20.697117
REH;11-010;BARCZEWO;LIPOWA 2;53.831061;20.697117
RTM;11-010;BARCZEWO;LIPOWA 2;53.831061;20.697117
STM;11-010;BARCZEWO;LIPOWA 2;53.831061;20.697117
STM;11-010;BARCZEWO;ORZESZKOWEJ 4;53.831386;20.697236
POZ;12-122;JEDWABNO;WIELBARSKA 5;53.53043;20.7319
STM;12-122;JEDWABNO;WIELBARSKA 5;53.53043;20.7319
REH;11-200;BEZLEDY;49;54.323643;20.732931
POZ;11-200;BEZLEDY;------------ 18;54.321539;20.734748
POZ;11-320;FRANKNOWO;FRANKNOWO 20;54.03105;20.74478
AOS;11-320;JEZIORANY;KAJKI 20;53.975025;20.745821
POZ;11-320;JEZIORANY;KAJKI 20;53.975025;20.745821
REH;11-320;JEZIORANY;KAJKI 20;53.975025;20.745821
SPO;11-320;JEZIORANY;KAJKI 20;53.975025;20.745821
STM;11-320;JEZIORANY;KAJKI 20;53.975025;20.745821
POZ;11-320;JEZIORANY;MICKIEWICZA 11;53.979801;20.74618
POZ;11-320;FRANKNOWO;32/3;54.03092;20.74776
POZ;11-320;JEZIORANY;KONOPNICKIEJ 13 D;53.973482;20.747846
POZ;11-320;JEZIORANY;M.KONOPNICKIEJ 13 A;53.973482;20.747846
STM;11-320;JEZIORANY;KONOPNICKIEJ 13;53.973482;20.747846
POZ;11-123;KREKOLE;KREKOLE 3;54.168341;20.747846
POZ;11-123;ROG”Ø;ROG”Ø 2;53.33653;20.75481
POZ;11-106;KIWITY;KIWITY 15;54.100678;20.772786
STM;11-006;KIWITY;KIWITY 12;54.101521;20.773144
REH;12-130;PASYM;DWORCOWA 28;53.648197;20.789914
ZPO;12-300;PASYM;RYNEK 5;53.652173;20.791294
AOS;11-200;BARTOSZYCE;KARD.STEFANA WYSZY—SKIEGO 11;54.258541;20.792365
AOS;11-200;BARTOSZYCE;KARDYNA£A WYSZY—SKIEGO 11;54.258541;20.792365
AOS;11-200;BARTOSZYCE;KARDYNA£A WYSZY—SKIEGO 11/107;54.258541;20.792365
AOS;11-200;BARTOSZYCE;KARDYNA£A WYSZY—SKIEGO 11/15,16;54.258541;20.792365
AOS;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
AOS;11-200;BARTOSZYCE;WYSZY—SKIEGO 11/28;54.258541;20.792365
POZ;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
PSY;11-200;BARTOSZYCE;KARD.STEFANA WYSZY—SKIEGO 11;54.258541;20.792365
REH;11-200;BARTOSZYCE;KARD.STEFANA WYSZY—SKIEGO 11;54.258541;20.792365
